,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist_name,artist_genres,artist_popularity,track_popularity
2636,Air Forces,0.53,0.333,6.0,-15.34,1.0,0.101,0.895,0.00686,0.14,0.432,174.119,track,5NYwjzQXE8ug35TRHoDeuW,spotify:track:5NYwjzQXE8ug35TRHoDeuW,https://api.spotify.com/v1/tracks/5NYwjzQXE8ug35TRHoDeuW,https://api.spotify.com/v1/audio-analysis/5NYwjzQXE8ug35TRHoDeuW,178393,4.0,Mustafa,['chill pop'],53.0,53.0
2637,IIWII,0.415,0.226,1.0,-15.838,1.0,0.0297,0.905,0.841,0.359,0.139,93.963,track,4jUDqSD6HRCQAFbhWK0yud,spotify:track:4jUDqSD6HRCQAFbhWK0yud,https://api.spotify.com/v1/tracks/4jUDqSD6HRCQAFbhWK0yud,https://api.spotify.com/v1/audio-analysis/4jUDqSD6HRCQAFbhWK0yud,288973,4.0,George Ogilvie,"['british singer-songwriter', 'indie anthem-folk', 'indie folk']",49.0,46.0
2638,Midnight Sun - Acoustic Version,0.59,0.0991,1.0,-15.925,1.0,0.049,0.915,4.71e-06,0.109,0.268,117.543,track,5EDuUGbmpvQKGZX1XPxje0,spotify:track:5EDuUGbmpvQKGZX1XPxje0,https://api.spotify.com/v1/tracks/5EDuUGbmpvQKGZX1XPxje0,https://api.spotify.com/v1/audio-analysis/5EDuUGbmpvQKGZX1XPxje0,193906,4.0,MishCatt,"['indie tico', 'pop costarricense']",52.0,46.0
2639,Rooftop Dancing,0.682,0.278,0.0,-13.459,1.0,0.0972,0.665,0.00091,0.114,0.373,80.011,track,4q7wwwMXLoIkuOJv3LvbON,spotify:track:4q7wwwMXLoIkuOJv3LvbON,https://api.spotify.com/v1/tracks/4q7wwwMXLoIkuOJv3LvbON,https://api.spotify.com/v1/audio-analysis/4q7wwwMXLoIkuOJv3LvbON,183387,4.0,Sylvan Esso,"['electropop', 'etherpop', 'indie folk', 'indie pop', 'indie rock']",66.0,52.0
2640,Warped Window,0.409,0.0533,8.0,-16.276,1.0,0.0517,0.932,1.13e-05,0.113,0.172,67.36,track,19cLwp9WS5E4CTYxcM7Wi1,spotify:track:19cLwp9WS5E4CTYxcM7Wi1,https://api.spotify.com/v1/tracks/19cLwp9WS5E4CTYxcM7Wi1,https://api.spotify.com/v1/audio-analysis/19cLwp9WS5E4CTYxcM7Wi1,295266,3.0,Anna Mieke,['irish pop'],48.0,60.0
2641,In the Belly of a Whale,0.386,0.0561,7.0,-26.971,1.0,0.046,0.856,0.0036,0.0996,0.0988,81.122,track,6z1nDvJo9KnIha8QUMfquF,spotify:track:6z1nDvJo9KnIha8QUMfquF,https://api.spotify.com/v1/tracks/6z1nDvJo9KnIha8QUMfquF,https://api.spotify.com/v1/audio-analysis/6z1nDvJo9KnIha8QUMfquF,133947,3.0,The Last Dinosaur,['chamber folk'],38.0,39.0
2642,Decimal,0.511,0.435,7.0,-8.438,1.0,0.0327,0.886,0.223,0.0822,0.346,159.071,track,1uliNs1keVwYclj74JX44R,spotify:track:1uliNs1keVwYclj74JX44R,https://api.spotify.com/v1/tracks/1uliNs1keVwYclj74JX44R,https://api.spotify.com/v1/audio-analysis/1uliNs1keVwYclj74JX44R,178627,4.0,Novo Amor,"['ambient folk', 'indie cafe pop', 'indie folk']",72.0,56.0
2643, Is bitcoin a scam? ,,,,,,,,,,,,episode,3AuIiTYUClI3VovX7ta4LS,,,,0,,Today in Focus,podcast,,
2644,"Football Playoffs, LeBron James Rookie Soaring & Q&A!",,,,,,,,,,,,episode,4rbv6bmGoJ5zFRKgkflwGG,,,,0,,Card Talk,podcast,,
2645,Sad Song,0.713,0.684,2.0,-7.832,0.0,0.0281,0.029,0.0,0.149,0.311,125.0,track,2jG77pY3x7u08Kk0t91VlX,spotify:track:2jG77pY3x7u08Kk0t91VlX,https://api.spotify.com/v1/tracks/2jG77pY3x7u08Kk0t91VlX,https://api.spotify.com/v1/audio-analysis/2jG77pY3x7u08Kk0t91VlX,167070,4.0,Gareth Emery,"['edm', 'pop dance', 'progressive electro house', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",64.0,38.0
2646,Turn The World Into A Dancefloor (ASOT 1000 Anthem),0.55,0.945,10.0,-6.369,0.0,0.048,0.00945,0.891,0.427,0.0645,135.009,track,0MXEW4Z3Kz4HigGrmvewJl,spotify:track:0MXEW4Z3Kz4HigGrmvewJl,https://api.spotify.com/v1/tracks/0MXEW4Z3Kz4HigGrmvewJl,https://api.spotify.com/v1/audio-analysis/0MXEW4Z3Kz4HigGrmvewJl,214001,4.0,Armin van Buuren,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']",79.0,56.0
2647,everywhere,0.594,0.869,4.0,-4.151,1.0,0.0309,0.00462,0.000712,0.325,0.513,114.98,track,7fROnnvjVQHESskj3WmQ6r,spotify:track:7fROnnvjVQHESskj3WmQ6r,https://api.spotify.com/v1/tracks/7fROnnvjVQHESskj3WmQ6r,https://api.spotify.com/v1/audio-analysis/7fROnnvjVQHESskj3WmQ6r,224042,4.0,Smallpools,"['electropop', 'hopebeat', 'indie pop', 'indie poptimism', 'la indie', 'la pop', 'metropopolis', 'modern alternative rock', 'modern rock', 'pop rock']",61.0,47.0
2648,"Oh, Miles",0.641,0.726,2.0,-6.921,1.0,0.0381,0.176,0.794,0.0972,0.0416,124.012,track,61Hn9ssQkVEWq4ZmPwHyzd,spotify:track:61Hn9ssQkVEWq4ZmPwHyzd,https://api.spotify.com/v1/tracks/61Hn9ssQkVEWq4ZmPwHyzd,https://api.spotify.com/v1/audio-analysis/61Hn9ssQkVEWq4ZmPwHyzd,333871,4.0,Lane 8,"['gauze pop', 'progressive house', 'tropical house']",68.0,62.0
2649,Self Care (with COIN) - The Knocks Remix,0.791,0.734,5.0,-3.27,0.0,0.0766,0.0148,3.76e-06,0.0942,0.772,119.004,track,3aXVBYo7jW9CO1od4atawq,spotify:track:3aXVBYo7jW9CO1od4atawq,https://api.spotify.com/v1/tracks/3aXVBYo7jW9CO1od4atawq,https://api.spotify.com/v1/audio-analysis/3aXVBYo7jW9CO1od4atawq,197130,4.0,Louis The Child,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",73.0,61.0
2650,Boost Mobile,0.669,0.582,7.0,-8.047,1.0,0.148,0.0457,4.59e-06,0.4,0.858,147.445,track,2Epq39AVj5C08j8Bm0PDHW,spotify:track:2Epq39AVj5C08j8Bm0PDHW,https://api.spotify.com/v1/tracks/2Epq39AVj5C08j8Bm0PDHW,https://api.spotify.com/v1/audio-analysis/2Epq39AVj5C08j8Bm0PDHW,176292,4.0,That Kid,"['escape room', 'glitchcore', 'hyperpop']",47.0,40.0
2651,Bassgod,0.7,0.923,1.0,-4.455,1.0,0.0679,0.0017,0.625,0.0934,0.699,160.017,track,1NmLOlgJamGPEaPmX2sjuV,spotify:track:1NmLOlgJamGPEaPmX2sjuV,https://api.spotify.com/v1/tracks/1NmLOlgJamGPEaPmX2sjuV,https://api.spotify.com/v1/audio-analysis/1NmLOlgJamGPEaPmX2sjuV,187504,4.0,Yellow Claw,"['bass trap', 'edm', 'electro house', 'electronic trap', 'pop dance']",69.0,49.0
2652,it’s time to go,0.592,0.41,0.0,-12.426,1.0,0.0397,0.801,1.39e-05,0.09,0.416,151.923,track,1kdWw77ZpYOkhxeuhzU1j6,spotify:track:1kdWw77ZpYOkhxeuhzU1j6,https://api.spotify.com/v1/tracks/1kdWw77ZpYOkhxeuhzU1j6,https://api.spotify.com/v1/audio-analysis/1kdWw77ZpYOkhxeuhzU1j6,254640,4.0,Taylor Swift,"['pop', 'post-teen pop']",99.0,68.0
2653,Firebomb,0.504,0.813,6.0,-6.212,0.0,0.0585,0.00251,4.56e-06,0.0763,0.0887,159.979,track,48UcxiDECTm8plZcFx2KOj,spotify:track:48UcxiDECTm8plZcFx2KOj,https://api.spotify.com/v1/tracks/48UcxiDECTm8plZcFx2KOj,https://api.spotify.com/v1/audio-analysis/48UcxiDECTm8plZcFx2KOj,216994,4.0,Dr Phunk,"['big room', 'electro house', 'hardstyle', 'jumpstyle']",60.0,40.0
2654,Close to You (feat. PollyAnna),0.572,0.904,0.0,-3.814,1.0,0.042,0.0167,0.00252,0.31,0.374,150.086,track,4gEC7He07d6cuzkQ7MSobQ,spotify:track:4gEC7He07d6cuzkQ7MSobQ,https://api.spotify.com/v1/tracks/4gEC7He07d6cuzkQ7MSobQ,https://api.spotify.com/v1/audio-analysis/4gEC7He07d6cuzkQ7MSobQ,190400,4.0,Steve Aoki,"['dance pop', 'edm', 'electro house', 'pop dance', 'tropical house']",80.0,61.0
2655,Candyman,0.847,0.561,5.0,-9.282,1.0,0.0688,0.0736,0.0,0.109,0.206,115.997,track,2NZZ97pRPwAitRhkIaeSCr,spotify:track:2NZZ97pRPwAitRhkIaeSCr,https://api.spotify.com/v1/tracks/2NZZ97pRPwAitRhkIaeSCr,https://api.spotify.com/v1/audio-analysis/2NZZ97pRPwAitRhkIaeSCr,165517,4.0,R3HAB,"['dance pop', 'dutch house', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'slap house', 'tropical house']",83.0,49.0
2656,Lifestyle (feat. Adam Levine),0.749,0.674,10.0,-5.128,0.0,0.0366,0.0209,0.0,0.169,0.711,123.055,track,0osvOdeD3YXZiWkT8MKolJ,spotify:track:0osvOdeD3YXZiWkT8MKolJ,https://api.spotify.com/v1/tracks/0osvOdeD3YXZiWkT8MKolJ,https://api.spotify.com/v1/audio-analysis/0osvOdeD3YXZiWkT8MKolJ,153865,4.0,Jason Derulo,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",88.0,82.0
2657,Back To Life - Scorz Remix,0.556,0.799,2.0,-6.751,1.0,0.0531,0.00145,0.00592,0.134,0.189,124.077,track,6GCqBheGSqx8fukHbhMoc4,spotify:track:6GCqBheGSqx8fukHbhMoc4,https://api.spotify.com/v1/tracks/6GCqBheGSqx8fukHbhMoc4,https://api.spotify.com/v1/audio-analysis/6GCqBheGSqx8fukHbhMoc4,212903,4.0,DubVision,"['big room', 'edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",62.0,43.0
2658,Lo Vas A Olvidar (with ROSALÍA),0.343,0.243,4.0,-14.66,0.0,0.0777,0.721,0.00198,0.0668,0.032,135.154,track,0psS4i5YooJrXfDnGvWRLi,spotify:track:0psS4i5YooJrXfDnGvWRLi,https://api.spotify.com/v1/tracks/0psS4i5YooJrXfDnGvWRLi,https://api.spotify.com/v1/audio-analysis/0psS4i5YooJrXfDnGvWRLi,203464,4.0,Billie Eilish,"['electropop', 'pop']",93.0,74.0
2659,No Rest,0.626,0.76,3.0,-3.352,0.0,0.0327,0.295,0.0,0.0575,0.629,122.984,track,6kjSIZlRDnYVmu3xkSKhMz,spotify:track:6kjSIZlRDnYVmu3xkSKhMz,https://api.spotify.com/v1/tracks/6kjSIZlRDnYVmu3xkSKhMz,https://api.spotify.com/v1/audio-analysis/6kjSIZlRDnYVmu3xkSKhMz,209299,4.0,Vicetone,"['edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'tropical house']",72.0,59.0
2660,Where The Lights Are Low,0.759,0.807,8.0,-5.812,0.0,0.122,0.448,0.0,0.105,0.62,123.904,track,0Cnb8XdGDMHAmIRBUJMkIS,spotify:track:0Cnb8XdGDMHAmIRBUJMkIS,https://api.spotify.com/v1/tracks/0Cnb8XdGDMHAmIRBUJMkIS,https://api.spotify.com/v1/audio-analysis/0Cnb8XdGDMHAmIRBUJMkIS,136996,4.0,Toby Romeo,[],68.0,79.0
2661,It's A Sin,0.497,0.333,0.0,-5.222,0.0,0.0399,0.898,0.0,0.153,0.207,67.143,track,1CBD8aOExhsuPedP2P0wVi,spotify:track:1CBD8aOExhsuPedP2P0wVi,https://api.spotify.com/v1/tracks/1CBD8aOExhsuPedP2P0wVi,https://api.spotify.com/v1/audio-analysis/1CBD8aOExhsuPedP2P0wVi,192079,4.0,Years & Years,"['dance pop', 'electropop', 'gauze pop', 'pop', 'post-teen pop', 'tropical house']",74.0,59.0
2662,Girl Like You (with Sech & Tyga feat. J.I the Prince of N.Y),0.537,0.59,4.0,-3.955,1.0,0.413,0.466,4.37e-06,0.27,0.669,173.582,track,28kcLfZNT1VXwmThy3f1Xf,spotify:track:28kcLfZNT1VXwmThy3f1Xf,https://api.spotify.com/v1/tracks/28kcLfZNT1VXwmThy3f1Xf,https://api.spotify.com/v1/audio-analysis/28kcLfZNT1VXwmThy3f1Xf,204480,4.0,Dímelo Flow,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']",77.0,63.0
2663,Knee Deep (feat. Jimmy Buffett),0.715,0.584,8.0,-8.231,1.0,0.0296,0.432,1.41e-06,0.095,0.609,90.99,track,0b2IVjeD268pYd7VUhmtKI,spotify:track:0b2IVjeD268pYd7VUhmtKI,https://api.spotify.com/v1/tracks/0b2IVjeD268pYd7VUhmtKI,https://api.spotify.com/v1/audio-analysis/0b2IVjeD268pYd7VUhmtKI,203173,4.0,Zac Brown Band,"['contemporary country', 'country', 'country road', 'modern country rock']",77.0,73.0
2664,This,0.625,0.826,4.0,-5.037,1.0,0.0325,0.121,0.0,0.158,0.699,99.919,track,6fIvjDuusQK59brMgHV9qb,spotify:track:6fIvjDuusQK59brMgHV9qb,https://api.spotify.com/v1/tracks/6fIvjDuusQK59brMgHV9qb,https://api.spotify.com/v1/audio-analysis/6fIvjDuusQK59brMgHV9qb,218867,4.0,Darius Rucker,"['contemporary country', 'country', 'country road']",72.0,54.0
2665,Whatever It Is,0.686,0.576,1.0,-6.632,1.0,0.0284,0.443,1.7e-05,0.212,0.72,83.971,track,2ISojTv3VUnimEOiLddIw4,spotify:track:2ISojTv3VUnimEOiLddIw4,https://api.spotify.com/v1/tracks/2ISojTv3VUnimEOiLddIw4,https://api.spotify.com/v1/audio-analysis/2ISojTv3VUnimEOiLddIw4,208213,4.0,Zac Brown Band,"['contemporary country', 'country', 'country road', 'modern country rock']",77.0,64.0
2666,Wagon Wheel,0.537,0.66,9.0,-7.174,1.0,0.0296,0.455,0.0,0.135,0.574,148.096,track,3xdjjKMcMOFgo1eQrfbogM,spotify:track:3xdjjKMcMOFgo1eQrfbogM,https://api.spotify.com/v1/tracks/3xdjjKMcMOFgo1eQrfbogM,https://api.spotify.com/v1/audio-analysis/3xdjjKMcMOFgo1eQrfbogM,298373,4.0,Darius Rucker,"['contemporary country', 'country', 'country road']",72.0,77.0
2667,She's My Kind of Crazy,0.565,0.841,5.0,-4.957,1.0,0.0429,0.0355,0.0,0.167,0.552,136.972,track,6dDiPYZwKy7DgSkcOL7zbh,spotify:track:6dDiPYZwKy7DgSkcOL7zbh,https://api.spotify.com/v1/tracks/6dDiPYZwKy7DgSkcOL7zbh,https://api.spotify.com/v1/audio-analysis/6dDiPYZwKy7DgSkcOL7zbh,203413,4.0,Emerson Drive,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']",45.0,39.0
2668,Justin Ray - 15th Club,,,,,,,,,,,,episode,77HNOQlBKjMClhv9Fa9TSA,,,,0,,Expected Value,podcast,,
2669,Alok Pattani - Google Cloud,,,,,,,,,,,,episode,6GD6xK3RPYTEjODPBcyzc7,,,,0,,Expected Value,podcast,,
2670,Chicken Fried,0.566,0.713,6.0,-4.25,1.0,0.0417,0.645,0.0,0.114,0.807,169.864,track,3eBnEo9WL34ulBCZlLpUQO,spotify:track:3eBnEo9WL34ulBCZlLpUQO,https://api.spotify.com/v1/tracks/3eBnEo9WL34ulBCZlLpUQO,https://api.spotify.com/v1/audio-analysis/3eBnEo9WL34ulBCZlLpUQO,238147,4.0,Zac Brown Band,"['contemporary country', 'country', 'country road', 'modern country rock']",77.0,77.0
2671,"Keith Goldner - VP of Data Science, FanDuel",,,,,,,,,,,,episode,6zhuFbNfzz5GB0yZI9qamD,,,,0,,Expected Value,podcast,,
2672,I Want Crazy - Encore,0.562,0.878,8.0,-4.806,1.0,0.0387,0.0539,0.0,0.112,0.558,103.029,track,4FkgULes13bk2eHrsJg4q9,spotify:track:4FkgULes13bk2eHrsJg4q9,https://api.spotify.com/v1/tracks/4FkgULes13bk2eHrsJg4q9,https://api.spotify.com/v1/audio-analysis/4FkgULes13bk2eHrsJg4q9,236865,4.0,Hunter Hayes,"['contemporary country', 'country', 'country road', 'modern country rock', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']",66.0,64.0
2673,Brian Burke - ESPN Senior Analytics Specialist,,,,,,,,,,,,episode,1F96YMuLasIKUpBwBkfkGs,,,,0,,Expected Value,podcast,,
2674,"Dean Oliver - Assistant Coach for Analytics, Washington Wizards",,,,,,,,,,,,episode,5pwZ0DcYFxJhIEPYelAau0,,,,0,,Expected Value,podcast,,
2675,Get Out My Head,0.693,0.913,0.0,-3.035,1.0,0.0298,0.0542,6.87e-05,0.231,0.795,123.989,track,055Mme9ReKK99jRFA5UJ55,spotify:track:055Mme9ReKK99jRFA5UJ55,https://api.spotify.com/v1/tracks/055Mme9ReKK99jRFA5UJ55,https://api.spotify.com/v1/audio-analysis/055Mme9ReKK99jRFA5UJ55,204933,4.0,Shane Codd,[],67.0,79.0
2676,Every Single Time,0.744,0.867,0.0,-4.293,1.0,0.0746,0.015,0.285,0.343,0.71,124.022,track,7toXrD09umdbaWc63fBQ3p,spotify:track:7toXrD09umdbaWc63fBQ3p,https://api.spotify.com/v1/tracks/7toXrD09umdbaWc63fBQ3p,https://api.spotify.com/v1/audio-analysis/7toXrD09umdbaWc63fBQ3p,178052,4.0,Bissett,"['deep groove house', 'irish electronic']",53.0,63.0
2677,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,0.824,0.862,2.0,-3.424,1.0,0.126,0.0076,0.000132,0.303,0.801,122.98,track,4cG7HUWYHBV6R6tHn1gxrl,spotify:track:4cG7HUWYHBV6R6tHn1gxrl,https://api.spotify.com/v1/tracks/4cG7HUWYHBV6R6tHn1gxrl,https://api.spotify.com/v1/audio-analysis/4cG7HUWYHBV6R6tHn1gxrl,169153,4.0,Riton,"['dance pop', 'house', 'pop dance', 'tropical house', 'uk dance']",82.0,93.0
2678,Regardless,0.749,0.82,7.0,-6.114,1.0,0.0478,0.0205,0.000685,0.0775,0.534,120.066,track,3DTqHfTGj1c6y2gDXsTez4,spotify:track:3DTqHfTGj1c6y2gDXsTez4,https://api.spotify.com/v1/tracks/3DTqHfTGj1c6y2gDXsTez4,https://api.spotify.com/v1/audio-analysis/3DTqHfTGj1c6y2gDXsTez4,197573,4.0,RAYE,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk contemporary r&b', 'uk pop']",82.0,76.0
2679,i miss u (with Au/Ra),0.668,0.726,9.0,-7.512,1.0,0.0468,0.0387,0.0,0.134,0.453,124.075,track,7CH8J4ulT49UfZwSDSkSZA,spotify:track:7CH8J4ulT49UfZwSDSkSZA,https://api.spotify.com/v1/tracks/7CH8J4ulT49UfZwSDSkSZA,https://api.spotify.com/v1/audio-analysis/7CH8J4ulT49UfZwSDSkSZA,172143,4.0,Jax Jones,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'tropical house', 'uk dance']",77.0,77.0
2680,Killer,0.393,0.789,7.0,-6.143,1.0,0.0572,0.0116,0.0188,0.565,0.127,127.957,track,1qFMkptRxk84JEjp1tCKTi,spotify:track:1qFMkptRxk84JEjp1tCKTi,https://api.spotify.com/v1/tracks/1qFMkptRxk84JEjp1tCKTi,https://api.spotify.com/v1/audio-analysis/1qFMkptRxk84JEjp1tCKTi,201050,4.0,Eli Brown,"['bass house', 'deep groove house', 'deep house', 'disco house', 'house', 'tech house']",58.0,48.0
2681,Heaven On My Mind (with Sigala),0.71,0.891,0.0,-3.116,0.0,0.0749,0.0313,0.0,0.365,0.705,125.024,track,7bIq1v8svANsAys7I694Up,spotify:track:7bIq1v8svANsAys7I694Up,https://api.spotify.com/v1/tracks/7bIq1v8svANsAys7I694Up,https://api.spotify.com/v1/audio-analysis/7bIq1v8svANsAys7I694Up,192573,4.0,Becky Hill,"['dance pop', 'house', 'pop', 'pop dance', 'pop house', 'tropical house', 'uk dance', 'uk pop']",79.0,72.0
2682,Don’t Need Love (with GRACEY),0.702,0.716,7.0,-5.378,0.0,0.0867,0.407,0.0,0.0749,0.607,123.893,track,7uBaKZZVK0OZ6cqFGpGRXI,spotify:track:7uBaKZZVK0OZ6cqFGpGRXI,https://api.spotify.com/v1/tracks/7uBaKZZVK0OZ6cqFGpGRXI,https://api.spotify.com/v1/audio-analysis/7uBaKZZVK0OZ6cqFGpGRXI,195480,4.0,220 KID,[],78.0,68.0
2683,Goodbye,0.741,0.931,10.0,-3.447,0.0,0.0563,0.0225,0.000102,0.191,0.517,125.011,track,4crczEC1PpoD8TsDsmoWNI,spotify:track:4crczEC1PpoD8TsDsmoWNI,https://api.spotify.com/v1/tracks/4crczEC1PpoD8TsDsmoWNI,https://api.spotify.com/v1/audio-analysis/4crczEC1PpoD8TsDsmoWNI,144000,4.0,Imanbek,"['edm', 'electro house', 'pop dance', 'slap house', 'tropical house']",83.0,79.0
2684,The Thrill,0.62,0.905,8.0,-4.903,1.0,0.0458,0.00336,0.0129,0.434,0.35,125.005,track,6pKeuJDicz6NTYxXLOyxQG,spotify:track:6pKeuJDicz6NTYxXLOyxQG,https://api.spotify.com/v1/tracks/6pKeuJDicz6NTYxXLOyxQG,https://api.spotify.com/v1/audio-analysis/6pKeuJDicz6NTYxXLOyxQG,170880,4.0,Prospa,"['house', 'uk house']",54.0,48.0
2685,I Don't Wanna Know,0.678,0.827,8.0,-6.336,0.0,0.0529,0.00128,0.0527,0.34,0.753,119.988,track,3gF8IZu75GhdYD4w7AFZi0,spotify:track:3gF8IZu75GhdYD4w7AFZi0,https://api.spotify.com/v1/tracks/3gF8IZu75GhdYD4w7AFZi0,https://api.spotify.com/v1/audio-analysis/3gF8IZu75GhdYD4w7AFZi0,165094,4.0,Punctual,[],58.0,65.0
2686,Watch Your Step,0.803,0.675,7.0,-9.142,1.0,0.339,0.0655,0.021,0.0576,0.729,129.935,track,6ewjqN1LNYk5HnqI9gP0Uh,spotify:track:6ewjqN1LNYk5HnqI9gP0Uh,https://api.spotify.com/v1/tracks/6ewjqN1LNYk5HnqI9gP0Uh,https://api.spotify.com/v1/audio-analysis/6ewjqN1LNYk5HnqI9gP0Uh,346467,4.0,Disclosure,"['house', 'pop', 'uk dance']",80.0,0.0
2687,How Could I Ever?,0.729,0.663,9.0,-6.524,0.0,0.0388,0.231,0.625,0.0794,0.553,124.006,track,01NInHTOPElDdvw8rfnsjK,spotify:track:01NInHTOPElDdvw8rfnsjK,https://api.spotify.com/v1/tracks/01NInHTOPElDdvw8rfnsjK,https://api.spotify.com/v1/audio-analysis/01NInHTOPElDdvw8rfnsjK,247832,4.0,KUU,[],48.0,44.0
2688,Too Many Nights,0.726,0.799,1.0,-3.776,0.0,0.0678,0.121,0.0,0.181,0.522,118.014,track,13YIDpKrL2caqJ3YF52uzJ,spotify:track:13YIDpKrL2caqJ3YF52uzJ,https://api.spotify.com/v1/tracks/13YIDpKrL2caqJ3YF52uzJ,https://api.spotify.com/v1/audio-analysis/13YIDpKrL2caqJ3YF52uzJ,188636,4.0,220 KID,[],78.0,66.0
2689,Afraid (feat. HARLEE),0.744,0.78,10.0,-3.631,0.0,0.0529,0.101,4.36e-06,0.184,0.762,125.997,track,4FUFk1uJuPtUJrDQ8ZSylK,spotify:track:4FUFk1uJuPtUJrDQ8ZSylK,https://api.spotify.com/v1/tracks/4FUFk1uJuPtUJrDQ8ZSylK,https://api.spotify.com/v1/audio-analysis/4FUFk1uJuPtUJrDQ8ZSylK,142971,4.0,James Hype,"['dance pop', 'deep groove house', 'house', 'pop dance', 'tropical house', 'uk dance']",67.0,71.0
2690,Salvation,0.642,0.822,6.0,-6.274,1.0,0.0323,0.0229,0.0128,0.252,0.501,122.051,track,4o2kwlyf6gSxtrBCXgMC7k,spotify:track:4o2kwlyf6gSxtrBCXgMC7k,https://api.spotify.com/v1/tracks/4o2kwlyf6gSxtrBCXgMC7k,https://api.spotify.com/v1/audio-analysis/4o2kwlyf6gSxtrBCXgMC7k,153426,4.0,Bontruce,[],18.0,23.0
2691,Alligator,0.865,0.622,0.0,-7.8,1.0,0.133,0.000701,0.114,0.0749,0.478,115.008,track,3RRY8jNaLncp1AGv6WmJwu,spotify:track:3RRY8jNaLncp1AGv6WmJwu,https://api.spotify.com/v1/tracks/3RRY8jNaLncp1AGv6WmJwu,https://api.spotify.com/v1/audio-analysis/3RRY8jNaLncp1AGv6WmJwu,137964,4.0,Truman,[],30.0,41.0
2692,Ecstasy (Over & Over),0.757,0.82,10.0,-4.999,1.0,0.0406,0.00426,0.421,0.173,0.656,128.012,track,2nHBfIdQ4ndFNaWilLdBUN,spotify:track:2nHBfIdQ4ndFNaWilLdBUN,https://api.spotify.com/v1/tracks/2nHBfIdQ4ndFNaWilLdBUN,https://api.spotify.com/v1/audio-analysis/2nHBfIdQ4ndFNaWilLdBUN,216797,4.0,Prospa,"['house', 'uk house']",54.0,62.0
2693,Natalie Don't - Punctual Remix,0.815,0.697,0.0,-9.089,1.0,0.108,0.144,0.614,0.681,0.517,124.009,track,1YtunxXssdmetIJ9vt8396,spotify:track:1YtunxXssdmetIJ9vt8396,https://api.spotify.com/v1/tracks/1YtunxXssdmetIJ9vt8396,https://api.spotify.com/v1/audio-analysis/1YtunxXssdmetIJ9vt8396,256288,4.0,RAYE,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk contemporary r&b', 'uk pop']",82.0,52.0
2694,Undo My Heart,0.605,0.873,11.0,-6.267,1.0,0.035,0.0352,0.0041,0.0644,0.343,122.998,track,4IKa5EKTmhKvV1wuTJf9Eq,spotify:track:4IKa5EKTmhKvV1wuTJf9Eq,https://api.spotify.com/v1/tracks/4IKa5EKTmhKvV1wuTJf9Eq,https://api.spotify.com/v1/audio-analysis/4IKa5EKTmhKvV1wuTJf9Eq,180419,4.0,Karen Harding,"['dance pop', 'deep groove house', 'house', 'pop dance', 'tropical house', 'uk dance']",66.0,63.0
2695,Your Love (9PM),0.669,0.784,7.0,-5.603,1.0,0.112,0.194,6.28e-06,0.115,0.517,125.993,track,5YaskwnGDZFDRipaqzbwQx,spotify:track:5YaskwnGDZFDRipaqzbwQx,https://api.spotify.com/v1/tracks/5YaskwnGDZFDRipaqzbwQx,https://api.spotify.com/v1/audio-analysis/5YaskwnGDZFDRipaqzbwQx,150053,4.0,ATB,"['german dance', 'german techno', 'german trance', 'trance']",80.0,90.0
2696,Girl,0.628,0.917,8.0,-7.623,1.0,0.0428,8.43e-05,0.213,0.179,0.261,122.976,track,4YsMDOgS5vQf5RyZD8lR34,spotify:track:4YsMDOgS5vQf5RyZD8lR34,https://api.spotify.com/v1/tracks/4YsMDOgS5vQf5RyZD8lR34,https://api.spotify.com/v1/audio-analysis/4YsMDOgS5vQf5RyZD8lR34,159250,4.0,KC Lights,"['deep groove house', 'disco house', 'edm', 'house', 'scottish electronic', 'uk dance']",62.0,50.0
2697,Breaking Me,0.789,0.72,8.0,-5.652,0.0,0.218,0.223,0.0,0.129,0.664,122.031,track,3H7ihDc1dqLriiWXwsc2po,spotify:track:3H7ihDc1dqLriiWXwsc2po,https://api.spotify.com/v1/tracks/3H7ihDc1dqLriiWXwsc2po,https://api.spotify.com/v1/audio-analysis/3H7ihDc1dqLriiWXwsc2po,166794,4.0,Topic,"['dance pop', 'edm', 'german dance', 'pop dance', 'pop edm', 'tropical house']",84.0,86.0
